,Unnamed: 0,userId,sys,segId,Q,src,tgt,score,docId,whole_doc,start,end
138,21544,engrus012e,NiuTrans,7,TGT,eng,rus,98,cnn.480668,False,1631318238.935,1631318246.767
139,21545,engrus012e,NiuTrans,8,TGT,eng,rus,99,cnn.480668,False,1631318246.774,1631318255.141
140,21547,engrus012e,NiuTrans,9,TGT,eng,rus,98,cnn.480668,False,1631318255.147,1631318269.518
142,21554,engrus012e,NiuTrans,13,TGT,eng,rus,98,cnn.480668,False,1631318295.074,1631318306.556
144,21558,engrus012e,NiuTrans,15,TGT,eng,rus,100,cnn.480668,False,1631318347.928,1631318354.785
148,21564,engrus012e,translator-A,0,TGT,eng,rus,100,rt.com.131269,False,1631318386.229,1631318405.84
149,21565,engrus012e,translator-A,1,TGT,eng,rus,99,rt.com.131269,False,1631318405.85,1631318418.0
150,21566,engrus012e,translator-A,2,TGT,eng,rus,100,rt.com.131269,False,1631318418.007,1631318432.206
151,21567,engrus012e,translator-A,3,TGT,eng,rus,99,rt.com.131269,False,1631318432.213,1631318444.697
152,21569,engrus012e,translator-A,4,TGT,eng,rus,100,rt.com.131269,False,1631318444.704,1631318456.179
153,21570,engrus012e,translator-A,5,TGT,eng,rus,99,rt.com.131269,False,1631318456.186,1631318464.146
154,21571,engrus012e,translator-A,6,TGT,eng,rus,99,rt.com.131269,False,1631318464.153,1631318478.737
155,21572,engrus012e,translator-A,7,TGT,eng,rus,100,rt.com.131269,False,1631318478.743,1631318490.32
157,21575,engrus012e,translator-A,9,TGT,eng,rus,99,rt.com.131269,False,1631318503.654,1631318525.729
158,21576,engrus012e,translator-A,10,TGT,eng,rus,100,rt.com.131269,True,1631318525.733,1631318529.395
159,21578,engrus012e,translator-A,0,TGT,eng,rus,100,abcnews.420140,False,1631318533.128,1631318541.514
161,21581,engrus012e,translator-A,2,TGT,eng,rus,100,abcnews.420140,False,1631318560.819,1631318570.993
162,21582,engrus012e,translator-A,3,TGT,eng,rus,99,abcnews.420140,False,1631318571.0,1631318577.123
163,21583,engrus012e,translator-A,4,TGT,eng,rus,99,abcnews.420140,False,1631318577.13,1631318582.934
164,21584,engrus012e,translator-A,5,TGT,eng,rus,98,abcnews.420140,False,1631318582.941,1631318591.879
165,21586,engrus012e,translator-A,6,TGT,eng,rus,99,abcnews.420140,False,1631318591.887,1631318599.281
167,21595,engrus012e,NiuTrans,13,TGT,eng,rus,100,guardian.306607,False,1631319913.089,1631319935.078
168,21597,engrus012e,NiuTrans,15,TGT,eng,rus,98,guardian.306607,False,1631319945.63,1631319953.016
170,21602,engrus012e,translator-A,0,TGT,eng,rus,100,news.com.au.796350,False,1631319981.067,1631319994.603
171,21603,engrus012e,translator-A,1,TGT,eng,rus,100,news.com.au.796350,False,1631319994.61,1631320002.457
172,21604,engrus012e,translator-A,2,TGT,eng,rus,99,news.com.au.796350,False,1631320002.464,1631320019.36
173,21605,engrus012e,translator-A,3,TGT,eng,rus,100,news.com.au.796350,False,1631320019.368,1631320024.766
176,21608,engrus012e,translator-B,0,TGT,eng,rus,100,rt.com.131263,False,1631320035.426,1631320090.563
177,21609,engrus012e,translator-B,1,TGT,eng,rus,98,rt.com.131263,False,1631320090.572,1631320103.366
178,21610,engrus012e,translator-B,2,TGT,eng,rus,99,rt.com.131263,False,1631320103.374,1631320125.458
179,21611,engrus012e,translator-B,3,TGT,eng,rus,98,rt.com.131263,False,1631320125.466,1631320143.263
181,21613,engrus012e,translator-B,5,TGT,eng,rus,100,rt.com.131263,False,1631320154.093,1631320157.243
182,21614,engrus012e,translator-B,6,TGT,eng,rus,100,rt.com.131263,False,1631320157.249,1631320162.307
183,21615,engrus012e,translator-B,7,TGT,eng,rus,98,rt.com.131263,False,1631320162.314,1631320195.278
184,21616,engrus012e,translator-B,8,TGT,eng,rus,99,rt.com.131263,False,1631320195.285,1631320202.676
185,21617,engrus012e,translator-B,9,TGT,eng,rus,98,rt.com.131263,False,1631320202.683,1631320238.608
186,21618,engrus012e,translator-B,10,TGT,eng,rus,98,rt.com.131263,False,1631320238.613,1631320244.099
188,21620,engrus012e,translator-B,12,TGT,eng,rus,99,rt.com.131263,False,1631320288.771,1631320292.22
189,21621,engrus012e,translator-B,13,TGT,eng,rus,99,rt.com.131263,False,1631320292.227,1631320301.581
190,21622,engrus012e,translator-B,14,TGT,eng,rus,99,rt.com.131263,False,1631320301.587,1631320304.027
191,21623,engrus012e,translator-B,15,TGT,eng,rus,98,rt.com.131263,False,1631320304.033,1631320309.297
192,21624,engrus012e,translator-B,16,TGT,eng,rus,98,rt.com.131263,False,1631320309.303,1631320313.316
195,21627,engrus012e,Facebook-AI,0,TGT,eng,rus,100,cnn.480668,False,1631320320.815,1631324320.825
196,21628,engrus012e,Facebook-AI,1,TGT,eng,rus,98,cnn.480668,False,1631324320.832,1631324327.161
197,21629,engrus012e,Facebook-AI,2,TGT,eng,rus,99,cnn.480668,False,1631324327.169,1631324332.567
198,21630,engrus012e,Facebook-AI,3,TGT,eng,rus,99,cnn.480668,False,1631324332.574,1631324337.446
199,21631,engrus012e,Facebook-AI,4,TGT,eng,rus,100,cnn.480668,False,1631324337.453,1631324343.271
200,21632,engrus012e,Facebook-AI,5,TGT,eng,rus,99,cnn.480668,False,1631324343.278,1631324349.753
201,21633,engrus012e,Facebook-AI,6,TGT,eng,rus,99,cnn.480668,False,1631324349.761,1631324355.983
202,21634,engrus012e,Facebook-AI,7,TGT,eng,rus,100,cnn.480668,False,1631324355.988,1631324361.569
203,21635,engrus012e,Facebook-AI,8,TGT,eng,rus,98,cnn.480668,False,1631324361.576,1631324364.284
204,21636,engrus012e,Facebook-AI,9,TGT,eng,rus,99,cnn.480668,False,1631324364.291,1631324368.946
205,21637,engrus012e,Facebook-AI,10,TGT,eng,rus,99,cnn.480668,False,1631324368.953,1631324371.668
206,21638,engrus012e,Facebook-AI,11,TGT,eng,rus,99,cnn.480668,False,1631324371.675,1631324376.147
207,21639,engrus012e,Facebook-AI,12,TGT,eng,rus,99,cnn.480668,False,1631324376.155,1631324870.849
208,21640,engrus012e,Facebook-AI,13,TGT,eng,rus,98,cnn.480668,False,1631324870.857,1631324882.849
210,21642,engrus012e,Facebook-AI,15,TGT,eng,rus,99,cnn.480668,False,1631324890.971,1631324895.678
213,21645,engrus012e,Facebook-AI,18,TGT,eng,rus,98,cnn.480668,False,1631324902.772,1631324906.503
214,21646,engrus012e,Facebook-AI,19,TGT,eng,rus,100,cnn.480668,False,1631324906.507,1631324908.122
216,21648,engrus012f,NiuTrans,3,TGT,eng,rus,100,thesun.co.uk.114364,False,1631387981.471,1631387986.935
217,21649,engrus012f,NiuTrans,4,TGT,eng,rus,99,thesun.co.uk.114364,False,1631387986.942,1631387994.291
218,21650,engrus012f,NiuTrans,5,TGT,eng,rus,99,thesun.co.uk.114364,False,1631387994.298,1631388032.09
219,21651,engrus012f,NiuTrans,6,TGT,eng,rus,100,thesun.co.uk.114364,False,1631388032.097,1631388036.9
221,21653,engrus012f,NiuTrans,8,TGT,eng,rus,99,thesun.co.uk.114364,False,1631388057.013,1631388068.024
222,21654,engrus012f,NiuTrans,9,TGT,eng,rus,99,thesun.co.uk.114364,False,1631388068.031,1631388074.104
223,21655,engrus012f,NiuTrans,10,TGT,eng,rus,99,thesun.co.uk.114364,False,1631388074.11,1631388085.327
224,21656,engrus012f,NiuTrans,11,TGT,eng,rus,99,thesun.co.uk.114364,False,1631388085.333,1631388092.878
225,21657,engrus012f,NiuTrans,12,TGT,eng,rus,100,thesun.co.uk.114364,False,1631388092.886,1631388101.9
226,21658,engrus012f,NiuTrans,13,TGT,eng,rus,100,thesun.co.uk.114364,False,1631388101.907,1631388110.294
230,21662,engrus012f,NVIDIA-NeMo,1,TGT,eng,rus,100,brisbanetimes.com.au.275197,False,1631388135.289,1631388148.999
231,21663,engrus012f,NVIDIA-NeMo,2,TGT,eng,rus,99,brisbanetimes.com.au.275197,False,1631388149.007,1631388160.2
232,21664,engrus012f,NVIDIA-NeMo,3,TGT,eng,rus,99,brisbanetimes.com.au.275197,False,1631388160.207,1631388174.401
233,21672,engrus012f,NVIDIA-NeMo,4,TGT,eng,rus,99,brisbanetimes.com.au.275197,False,1631388174.407,1631389098.317
234,21673,engrus012f,NVIDIA-NeMo,5,TGT,eng,rus,100,brisbanetimes.com.au.275197,False,1631389098.325,1631389106.286
235,21675,engrus012f,NVIDIA-NeMo,6,TGT,eng,rus,100,brisbanetimes.com.au.275197,False,1631389106.292,1631389124.775
237,21680,engrus012f,NVIDIA-NeMo,8,TGT,eng,rus,99,brisbanetimes.com.au.275197,False,1631389133.403,1631389141.591
239,21683,engrus012f,NVIDIA-NeMo,10,TGT,eng,rus,100,brisbanetimes.com.au.275197,False,1631389145.355,1631389150.299
240,21684,engrus012f,NVIDIA-NeMo,11,TGT,eng,rus,99,brisbanetimes.com.au.275197,False,1631389150.303,1631389160.821
243,21690,engrus012f,NVIDIA-NeMo,14,TGT,eng,rus,100,brisbanetimes.com.au.275197,False,1631389176.109,1631389185.024
245,21695,engrus012f,NVIDIA-NeMo,16,TGT,eng,rus,100,brisbanetimes.com.au.275197,False,1631389196.438,1631389205.752
246,21696,engrus012f,NVIDIA-NeMo,17,TGT,eng,rus,99,brisbanetimes.com.au.275197,False,1631389205.759,1631389216.881
248,21700,engrus012f,NVIDIA-NeMo,19,TGT,eng,rus,100,brisbanetimes.com.au.275197,False,1631389233.045,1631389236.915
249,21704,engrus012f,NVIDIA-NeMo,20,TGT,eng,rus,100,brisbanetimes.com.au.275197,False,1631389236.922,1631389245.976
250,21705,engrus012f,NVIDIA-NeMo,21,TGT,eng,rus,99,brisbanetimes.com.au.275197,False,1631389245.983,1631389256.097
251,21707,engrus012f,NVIDIA-NeMo,22,TGT,eng,rus,100,brisbanetimes.com.au.275197,False,1631389256.104,1631389264.079
253,21804,engrus012f,NiuTrans,5,TGT,eng,rus,99,thesun.co.uk.114364,False,1631420920.108,1631420937.663
254,21805,engrus012f,NiuTrans,6,TGT,eng,rus,100,thesun.co.uk.114364,False,1631420937.67,1631420950.763
256,21810,engrus012f,NiuTrans,11,TGT,eng,rus,100,thesun.co.uk.114364,False,1631421002.69,1631421021.309
257,21811,engrus012f,NiuTrans,12,TGT,eng,rus,99,thesun.co.uk.114364,False,1631421021.317,1631421029.834
259,21815,engrus012f,NVIDIA-NeMo,1,TGT,eng,rus,98,brisbanetimes.com.au.275197,False,1631421062.292,1631421072.191
260,21816,engrus012f,NVIDIA-NeMo,2,TGT,eng,rus,99,brisbanetimes.com.au.275197,False,1631421072.198,1631421086.734
264,21821,engrus012f,Online-B,1,TGT,eng,rus,99,en.ndtv.com.75106,False,1631421155.732,1631421160.921
266,21823,engrus012f,Online-B,3,TGT,eng,rus,100,en.ndtv.com.75106,False,1631421180.08,1631421187.534
270,21827,engrus012f,Online-B,7,TGT,eng,rus,100,en.ndtv.com.75106,False,1631421228.736,1631421234.789
271,21828,engrus012f,Online-B,8,TGT,eng,rus,100,en.ndtv.com.75106,False,1631421234.793,1631421243.227
272,21829,engrus012f,Online-B,9,TGT,eng,rus,99,en.ndtv.com.75106,False,1631421243.235,1631421249.704
273,21830,engrus012f,Online-B,10,TGT,eng,rus,100,en.ndtv.com.75106,False,1631421249.711,1631421251.758
274,21831,engrus012f,Online-B,11,TGT,eng,rus,100,en.ndtv.com.75106,False,1631421251.766,1631421269.863
275,21832,engrus012f,Online-B,12,TGT,eng,rus,99,en.ndtv.com.75106,False,1631421269.87,1631421275.428
276,21833,engrus012f,Online-B,13,TGT,eng,rus,99,en.ndtv.com.75106,False,1631421275.435,1631421283.181
277,21834,engrus012f,Online-B,14,TGT,eng,rus,100,en.ndtv.com.75106,False,1631421283.185,1631421289.573
281,21838,engrus012f,Online-B,18,TGT,eng,rus,99,en.ndtv.com.75106,False,1631421324.65,1631421328.872
282,21839,engrus012f,Online-B,19,TGT,eng,rus,98,en.ndtv.com.75106,False,1631421328.879,1631421386.282
285,21842,engrus012f,NVIDIA-NeMo,0,TGT,eng,rus,99,nytimes.268790,False,1631421425.236,1631421430.931
287,21844,engrus012f,NVIDIA-NeMo,2,TGT,eng,rus,98,nytimes.268790,False,1631421439.955,1631421451.07
292,21849,engrus012f,NVIDIA-NeMo,7,TGT,eng,rus,99,nytimes.268790,False,1631421567.773,1631421584.198
294,21851,engrus012f,NVIDIA-NeMo,9,TGT,eng,rus,98,nytimes.268790,False,1631421615.251,1631421637.549
295,21852,engrus012f,NVIDIA-NeMo,10,TGT,eng,rus,98,nytimes.268790,False,1631421637.556,1631421646.776
296,21853,engrus012f,NVIDIA-NeMo,11,TGT,eng,rus,98,nytimes.268790,False,1631421646.781,1631421650.815
302,21859,engrus012f,Manifold,5,TGT,eng,rus,99,rt.com.131229,False,1631421828.961,1631421839.863
306,21863,engrus012f,Manifold,9,TGT,eng,rus,99,rt.com.131229,False,1631421914.793,1631421927.774
307,21864,engrus012f,Manifold,10,TGT,eng,rus,100,rt.com.131229,False,1631421927.78,1631421949.772
309,21866,engrus012f,Online-Y,0,TGT,eng,rus,100,rte.en.ie.30771,False,1631421958.289,1631421971.304
317,21874,engrus012f,Online-Y,8,TGT,eng,rus,99,rte.en.ie.30771,False,1631422115.515,1631422130.462
335,21892,engrus011b,translator-A,0,TGT,eng,rus,98,en.ndtv.com.75108,False,1631431571.199,1631431609.069
336,21893,engrus011b,translator-A,1,TGT,eng,rus,99,en.ndtv.com.75108,False,1631431609.076,1631431630.052
337,21894,engrus011b,translator-A,2,TGT,eng,rus,99,en.ndtv.com.75108,False,1631431630.057,1631431638.172
338,21895,engrus011b,translator-A,3,TGT,eng,rus,98,en.ndtv.com.75108,False,1631431638.177,1631431660.35
340,21897,engrus011b,translator-A,5,TGT,eng,rus,98,en.ndtv.com.75108,False,1631431672.917,1631431680.597
341,21898,engrus011b,translator-A,6,TGT,eng,rus,99,en.ndtv.com.75108,False,1631431680.602,1631431693.191
342,21899,engrus011b,translator-A,7,TGT,eng,rus,98,en.ndtv.com.75108,False,1631431693.196,1631431702.491
343,21900,engrus011b,translator-A,8,TGT,eng,rus,98,en.ndtv.com.75108,False,1631431702.496,1631431712.438
344,21901,engrus011b,translator-A,9,TGT,eng,rus,98,en.ndtv.com.75108,False,1631431712.443,1631431723.468
345,21902,engrus011b,translator-A,10,TGT,eng,rus,100,en.ndtv.com.75108,False,1631431723.473,1631431736.124
348,21905,engrus011b,translator-A,13,TGT,eng,rus,99,en.ndtv.com.75108,False,1631431783.831,1631431793.871
349,21906,engrus011b,translator-A,14,TGT,eng,rus,98,en.ndtv.com.75108,True,1631431793.874,1631431796.496
350,21907,engrus011b,Online-Y,0,TGT,eng,rus,98,egyptindependent.com.6408,False,1631431797.413,1631431826.814
353,21910,engrus011b,Online-Y,3,TGT,eng,rus,98,egyptindependent.com.6408,False,1631431855.746,1631431865.383
359,21916,engrus011b,Online-Y,9,TGT,eng,rus,99,egyptindependent.com.6408,False,1631431929.04,1631431939.931
364,21983,engrus0130,NVIDIA-NeMo,3,TGT,eng,rus,100,standard.co.uk.57834,False,1631475368.997,1631475389.596
365,21984,engrus0130,NVIDIA-NeMo,4,TGT,eng,rus,100,standard.co.uk.57834,False,1631475389.603,1631475403.811
366,21985,engrus0130,NVIDIA-NeMo,5,TGT,eng,rus,100,standard.co.uk.57834,False,1631475403.818,1631475413.624
367,21986,engrus0130,NVIDIA-NeMo,6,TGT,eng,rus,99,standard.co.uk.57834,False,1631475413.63,1631475420.742
371,21990,engrus0130,NVIDIA-NeMo,10,TGT,eng,rus,100,standard.co.uk.57834,False,1631475457.889,1631475465.46
372,21991,engrus0130,NVIDIA-NeMo,11,TGT,eng,rus,99,standard.co.uk.57834,False,1631475465.466,1631475471.089
374,21993,engrus0130,NVIDIA-NeMo,13,TGT,eng,rus,98,standard.co.uk.57834,False,1631475481.447,1631475492.48
375,21994,engrus0130,NVIDIA-NeMo,14,TGT,eng,rus,100,standard.co.uk.57834,False,1631475492.486,1631475501.232
376,21995,engrus0130,NVIDIA-NeMo,15,TGT,eng,rus,100,standard.co.uk.57834,False,1631475501.239,1631475508.503
377,21996,engrus0130,NVIDIA-NeMo,16,TGT,eng,rus,100,standard.co.uk.57834,False,1631475508.509,1631475515.404
378,21997,engrus0130,NVIDIA-NeMo,17,TGT,eng,rus,99,standard.co.uk.57834,False,1631475515.411,1631475525.834
379,21998,engrus0130,NVIDIA-NeMo,18,TGT,eng,rus,99,standard.co.uk.57834,False,1631475525.841,1631475529.518
380,21999,engrus0130,NVIDIA-NeMo,19,TGT,eng,rus,99,standard.co.uk.57834,False,1631475529.526,1631475538.472
381,22000,engrus0130,NVIDIA-NeMo,20,TGT,eng,rus,100,standard.co.uk.57834,False,1631475538.48,1631475543.349
382,22001,engrus0130,NVIDIA-NeMo,21,TGT,eng,rus,99,standard.co.uk.57834,False,1631475543.356,1631475553.162
383,22002,engrus0130,NVIDIA-NeMo,22,TGT,eng,rus,100,standard.co.uk.57834,False,1631475553.169,1631475568.91
384,22003,engrus0130,NVIDIA-NeMo,23,TGT,eng,rus,99,standard.co.uk.57834,False,1631475568.916,1631475577.43
386,22005,engrus0130,NVIDIA-NeMo,25,TGT,eng,rus,99,standard.co.uk.57834,False,1631475592.161,1631475614.628
387,22006,engrus0130,NVIDIA-NeMo,26,TGT,eng,rus,99,standard.co.uk.57834,False,1631475614.633,1631475620.564
389,22008,engrus0130,Online-W,0,TGT,eng,rus,99,rt.com.131263,False,1631475624.631,1631475638.237
390,22009,engrus0130,Online-W,1,TGT,eng,rus,100,rt.com.131263,False,1631475638.245,1631475647.272
391,22013,engrus0130,Online-W,5,TGT,eng,rus,99,rt.com.131263,False,1631475799.472,1631475803.31
392,22014,engrus0130,Online-W,6,TGT,eng,rus,98,rt.com.131263,False,1631475803.316,1631475812.929
393,22015,engrus0130,Online-W,7,TGT,eng,rus,99,rt.com.131263,False,1631475812.936,1631475821.265
396,22022,engrus0130,Online-W,3,TGT,eng,rus,99,egyptindependent.com.6408,False,1631475903.203,1631475916.72
397,22023,engrus0130,Online-W,4,TGT,eng,rus,99,egyptindependent.com.6408,False,1631475937.37,1631475938.411
398,22026,engrus0130,Online-W,7,TGT,eng,rus,99,egyptindependent.com.6408,False,1631475965.979,1631475971.608
400,22030,engrus0130,translator-B,0,TGT,eng,rus,100,guardian.306645,False,1631475993.607,1631476004.257
401,22031,engrus0130,translator-B,1,TGT,eng,rus,100,guardian.306645,False,1631476004.265,1631476018.319
402,22032,engrus0130,translator-B,2,TGT,eng,rus,100,guardian.306645,False,1631476018.326,1631476041.654
403,22033,engrus0130,translator-B,3,TGT,eng,rus,99,guardian.306645,False,1631476041.663,1631476052.999
404,22034,engrus0130,translator-B,4,TGT,eng,rus,99,guardian.306645,False,1631476053.007,1631476072.499
405,22035,engrus0130,translator-B,5,TGT,eng,rus,100,guardian.306645,False,1631476072.505,1631476086.379
406,22036,engrus0130,translator-B,6,TGT,eng,rus,100,guardian.306645,False,1631476086.386,1631476102.928
409,22039,engrus0130,translator-B,9,TGT,eng,rus,99,guardian.306645,False,1631476144.176,1631476157.791
411,22041,engrus0130,translator-B,11,TGT,eng,rus,99,guardian.306645,False,1631476181.328,1631476191.264
413,22043,engrus0130,translator-B,13,TGT,eng,rus,99,guardian.306645,False,1631476212.26,1631476226.884
414,22044,engrus0130,translator-B,14,TGT,eng,rus,98,guardian.306645,False,1631476226.891,1631476243.792
415,22045,engrus0130,translator-B,15,TGT,eng,rus,100,guardian.306645,False,1631476243.798,1631476251.344
416,22046,engrus0130,translator-B,16,TGT,eng,rus,98,guardian.306645,False,1631476271.032,1631476271.844
417,22047,engrus0130,translator-B,17,TGT,eng,rus,100,guardian.306645,False,1631476271.85,1631476283.641
420,22050,engrus0130,translator-B,20,TGT,eng,rus,98,guardian.306645,False,1631476332.507,1631476337.795
421,22051,engrus0130,translator-B,21,TGT,eng,rus,98,guardian.306645,False,1631476337.802,1631476351.117
422,22052,engrus0130,translator-B,22,TGT,eng,rus,99,guardian.306645,False,1631476351.123,1631476372.752
423,22053,engrus0130,translator-B,23,TGT,eng,rus,99,guardian.306645,False,1631476383.834,1631476385.322
424,22054,engrus0130,translator-B,24,TGT,eng,rus,99,guardian.306645,False,1631476385.328,1631476396.993
425,22055,engrus0130,translator-B,25,TGT,eng,rus,98,guardian.306645,True,1631476396.997,1631476399.353
426,22056,engrus0130,NVIDIA-NeMo,0,TGT,eng,rus,99,aj-english.22076,False,1631476409.627,1631476420.488
427,22057,engrus0130,NVIDIA-NeMo,1,TGT,eng,rus,100,aj-english.22076,False,1631476420.495,1631476441.943
428,22058,engrus0130,NVIDIA-NeMo,2,TGT,eng,rus,99,aj-english.22076,False,1631476441.95,1631476453.3
429,22059,engrus0130,NVIDIA-NeMo,3,TGT,eng,rus,99,aj-english.22076,False,1631476453.306,1631476467.379
430,22060,engrus0130,NVIDIA-NeMo,4,TGT,eng,rus,98,aj-english.22076,False,1631476467.385,1631476481.668
431,22061,engrus0130,NVIDIA-NeMo,5,TGT,eng,rus,100,aj-english.22076,False,1631476481.674,1631476496.215
432,22062,engrus0130,NVIDIA-NeMo,6,TGT,eng,rus,99,aj-english.22076,False,1631476496.222,1631476517.848
433,22063,engrus0130,NVIDIA-NeMo,7,TGT,eng,rus,100,aj-english.22076,False,1631476517.854,1631476525.593
436,27271,engrus011b,Online-Y,10,TGT,eng,rus,100,cnbc.com.58093,False,1630417290.403,1630417303.211
439,27274,engrus011b,Online-W,0,TGT,eng,rus,100,rt.com.131224,False,1630417337.759,1630417366.123
440,27276,engrus011b,Online-W,0,TGT,eng,rus,99,rt.com.131224,False,1630417593.193,1630417621.72
443,27279,engrus011b,Online-W,4,TGT,eng,rus,99,rt.com.131224,False,1630417671.409,1630417678.421
444,27280,engrus011b,Online-W,5,TGT,eng,rus,100,rt.com.131224,False,1630417678.427,1630417689.429
445,27281,engrus011b,Online-W,6,TGT,eng,rus,98,rt.com.131224,False,1630417689.435,1630417704.09
448,27284,engrus011b,Online-W,9,TGT,eng,rus,100,rt.com.131224,False,1630417730.92,1630417749.644
451,27287,engrus011b,Online-W,12,TGT,eng,rus,100,rt.com.131224,False,1630417791.799,1630417802.99
460,27301,engrus011b,Online-Y,15,TGT,eng,rus,98,cnn.480668,False,1630418355.485,1630418376.477
462,27305,engrus011b,Online-Y,17,TGT,eng,rus,98,cnn.480668,False,1630418390.057,1630418397.033
463,27307,engrus011b,Online-Y,18,TGT,eng,rus,98,cnn.480668,False,1630418397.039,1630418407.74
1113,35185,engrus0127,NVIDIA-NeMo,0,TGT,eng,rus,100,news.com.au.796350,False,1630707869.944,1630707930.052
1114,35186,engrus0127,NVIDIA-NeMo,1,TGT,eng,rus,100,news.com.au.796350,False,1630707930.059,1630707931.391
1115,35187,engrus0127,NVIDIA-NeMo,2,TGT,eng,rus,100,news.com.au.796350,False,1630707931.4,1630707964.551
1116,35188,engrus0127,NVIDIA-NeMo,3,TGT,eng,rus,99,news.com.au.796350,False,1630707964.558,1630707971.179
1117,35189,engrus0127,NVIDIA-NeMo,4,TGT,eng,rus,100,news.com.au.796350,False,1630707971.187,1630707978.865
1118,35190,engrus0127,NVIDIA-NeMo,5,TGT,eng,rus,99,news.com.au.796350,True,1630707978.869,1630707989.043
1120,35192,engrus0127,translator-B,1,TGT,eng,rus,100,rt.com.131269,False,1630708054.917,1630708129.706
1122,35196,engrus0127,translator-B,5,TGT,eng,rus,99,rt.com.131269,False,1630708250.229,1630708261.68
1123,35197,engrus0127,translator-B,6,TGT,eng,rus,100,rt.com.131269,False,1630708261.687,1630708308.28
1124,35200,engrus0127,translator-B,9,TGT,eng,rus,99,rt.com.131269,False,1630708375.15,1630708444.392
1126,35203,engrus0127,NVIDIA-NeMo,1,TGT,eng,rus,99,news.com.au.796350,False,1630708551.816,1630708569.181
1129,35209,engrus0127,translator-B,1,TGT,eng,rus,100,rt.com.131269,False,1630708662.112,1630708679.704
1130,35210,engrus0127,translator-B,2,TGT,eng,rus,100,rt.com.131269,False,1630708679.712,1630708708.856
1131,35211,engrus0127,translator-B,3,TGT,eng,rus,99,rt.com.131269,False,1630708708.864,1630708722.501
1132,35212,engrus0127,translator-B,4,TGT,eng,rus,99,rt.com.131269,False,1630708722.509,1630708750.149
1133,35213,engrus0127,translator-B,5,TGT,eng,rus,99,rt.com.131269,False,1630708750.156,1630708761.646
1134,35214,engrus0127,translator-B,6,TGT,eng,rus,99,rt.com.131269,False,1630708761.654,1630708795.528
1135,35215,engrus0127,translator-B,7,TGT,eng,rus,99,rt.com.131269,False,1630708795.535,1630708843.823
1136,35216,engrus0127,translator-B,8,TGT,eng,rus,99,rt.com.131269,False,1630708843.826,1630708867.193
1137,35217,engrus0127,translator-B,9,TGT,eng,rus,98,rt.com.131269,False,1630708867.201,1630708964.421
1139,35219,engrus0127,Manifold,0,TGT,eng,rus,99,voa-en.100681,False,1630708971.951,1630708993.633
1140,35220,engrus0127,Manifold,1,TGT,eng,rus,99,voa-en.100681,False,1630708993.643,1630709007.231
1141,35221,engrus0127,Manifold,2,TGT,eng,rus,99,voa-en.100681,False,1630709007.239,1630709052.919
1142,35222,engrus0127,Manifold,3,TGT,eng,rus,99,voa-en.100681,False,1630709052.924,1630709072.478
