word,upos,xpos,deprel,case,gender,number,animacy,score,ner
Протест,NOUN,,nsubj,Nom,Masc,Sing,Inan,-0.3954882849967789,NONE
в,ADP,,case,,,,,-0.0214338320019043,NONE
Окленде,PROPN,,nmod,Loc,Masc,Sing,Inan,0.0407643600840234,LOC
начался,VERB,,root,,Masc,Sing,,-0.0012929005235283,NONE
мирно,ADV,,advmod,,,,,0.1278798881870767,NONE
",",PUNCT,,punct,,,,,0.2726586931656874,NONE
но,CCONJ,,cc,,,,,-0.1519114598025461,NONE
затем,ADV,,advmod,,,,,-0.1754833581036942,NONE
перерос,VERB,,conj,,Masc,Sing,,-0.3412866177409966,NONE
в,ADP,,case,,,,,0.0857459886396478,NONE
ночь,NOUN,,obl,Acc,Fem,Sing,Inan,0.0636033398676532,NONE
.,PUNCT,,punct,,,,,0.4850426710675608,NONE
Пожар,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.2891189469840042,NONE
успокоился,VERB,,root,,Masc,Sing,,0.1687128383520188,NONE
в,ADP,,case,,,,,-0.1008910090718515,NONE
одночасье,NOUN,,obl,Acc,Neut,Sing,Inan,0.1064787189897162,NONE
",",PUNCT,,punct,,,,,-0.0881435104285609,NONE
когда,SCONJ,,mark,,,,,-0.0279936417214474,NONE
пожарные,NOUN,,nsubj,Nom,Masc,Plur,Anim,-0.0554578352855845,NONE
работали,VERB,,advcl,,,Plur,,0.0943753295819025,NONE
над,ADP,,case,,,,,-0.0689739282086366,NONE
зачисткой,NOUN,,obl,Ins,Fem,Sing,Inan,0.0117267181756496,NONE
и,CCONJ,,cc,,,,,-0.2546661214261955,NONE
укреплением,NOUN,,conj,Ins,Neut,Sing,Inan,0.0515028020682002,NONE
линий,NOUN,,nmod,Gen,Fem,Plur,Inan,0.6390431612255019,NONE
управления,NOUN,,nmod,Gen,Neut,Sing,Inan,0.0358830033384081,NONE
",",PUNCT,,punct,,,,,0.2968105663454646,NONE
по,ADP,,case,,,,,-0.160479734759746,NONE
данным,NOUN,,parataxis,Dat,,Plur,Inan,-0.2142563599949821,NONE
Департамента,PROPN,,nmod,Gen,Masc,Sing,Inan,-0.0320448562667342,ORG
лесного,ADJ,,amod,Gen,Neut,Sing,,-0.1045761524795019,ORG
хозяйства,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.2449465991562806,ORG
и,CCONJ,,cc,,,,,-0.0086564634973219,ORG
противопожарной,ADJ,,amod,Gen,Fem,Sing,,0.1902819491010458,ORG
защиты,NOUN,,conj,Gen,Fem,Sing,Inan,-0.0336693016175338,ORG
Калифорнии,PROPN,,nmod,Gen,Fem,Sing,Inan,-0.015703903202255,LOC
.,PUNCT,,punct,,,,,0.0076791853276087,NONE
Следуйте,VERB,,root,,,Plur,,0.2170200187300793,NONE
следующему,ADJ,,amod,Dat,Masc,Sing,,0.8098047101405287,NONE
процессу,NOUN,,iobj,Dat,Masc,Sing,Inan,0.1456967860145742,NONE
Министерство,NOUN,,nsubj,Nom,Neut,Sing,Inan,-0.691036638439637,ORG
иностранных,ADJ,,amod,Gen,,Plur,,0.0017805919524817,ORG
дел,NOUN,,nmod,Gen,Neut,Plur,Inan,0.03271435316307,ORG
",",PUNCT,,punct,,,,,0.1282975212778329,NONE
по,ADP,,case,,,,,-0.0242614093339616,NONE
делам,NOUN,,conj,Dat,Neut,Plur,Inan,0.0466347029052885,NONE
Содружества,PROPN,,nmod,Gen,Neut,Sing,Inan,0.0813325365346785,ORG
и,CCONJ,,cc,,,,,0.0433815427720443,ORG
развития,NOUN,,conj,Gen,Neut,Sing,Inan,-0.0907373576922516,ORG
(,PUNCT,,punct,,,,,-0.108797066821219,ORG
FCDO,PROPN,,flat:foreign,,,,,0.095838778845834,ORG
),PUNCT,,punct,,,,,0.1406361004874186,ORG
заявило,VERB,,root,,Neut,Sing,,0.1267177890292139,NONE
",",PUNCT,,punct,,,,,0.1214843427510956,NONE
что,SCONJ,,mark,,,,,0.0114804038465346,NONE
Организация,PROPN,,nsubj,Nom,Fem,Sing,Inan,0.0176374397384366,ORG
Объединенных,VERB,,amod,Gen,,Plur,,0.1635542256434144,ORG
Наций,PROPN,,nmod,Gen,Fem,Plur,Inan,-0.015233588164656,ORG
и,CCONJ,,cc,,,,,0.0321546269263283,NONE
агентства,NOUN,,conj,Nom,Neut,Plur,Inan,0.0041082474149638,NONE
по,ADP,,case,,,,,-0.0508161604099753,NONE
оказанию,NOUN,,nmod,Dat,Neut,Sing,Inan,-0.0200565049652136,NONE
помощи,NOUN,,nmod,Gen,Fem,Sing,Inan,-0.0302067489147324,NONE
будут,AUX,,aux,,,Plur,,-0.0153723563590588,NONE
уделять,VERB,,ccomp,,,,,0.0313184050339632,NONE
первоочередное,ADJ,,amod,Acc,Neut,Sing,,0.1511423984016127,NONE
внимание,NOUN,,obj,Acc,Neut,Sing,Inan,-0.0394209250180504,NONE
тем,DET,,det,Dat,,Plur,,-0.055967560299432,NONE
",",PUNCT,,punct,,,,,0.066570462547716,NONE
кто,PRON,,nsubj,Nom,,,,-0.0382620551202365,NONE
подвергается,VERB,,acl:relcl,,,Sing,,0.0795471382210573,NONE
наибольшему,ADJ,,amod,Dat,Masc,Sing,,0.1340824069978256,NONE
риску,NOUN,,iobj,Dat,Masc,Sing,Inan,0.0274514336484602,NONE
",",PUNCT,,punct,,,,,0.0592230601158699,NONE
включая,ADV,,advmod,,,,,-0.0298570051121631,NONE
домохозяйства,NOUN,,obj,Acc,Neut,Plur,Inan,0.1175735774218182,NONE
",",PUNCT,,punct,,,,,0.0408358272760346,NONE
возглавляемые,VERB,,acl,Acc,,Plur,Inan,0.0615468366301617,NONE
женщинами,NOUN,,obl,Ins,Fem,Plur,Anim,0.0166687471339118,NONE
",",PUNCT,,punct,,,,,0.0721363214817884,NONE
и,CCONJ,,cc,,,,,0.0621173891289293,NONE
людей,NOUN,,conj,Acc,Masc,Plur,Anim,-0.0858595165992656,NONE
с,ADP,,case,,,,,0.0016276640631865,NONE
ограниченными,ADJ,,amod,Ins,,Plur,,0.0179741782679954,NONE
возможностями,NOUN,,nmod,Ins,Fem,Plur,Inan,0.0169995533662871,NONE
.,PUNCT,,punct,,,,,0.3768780641422557,NONE
ОГАСТА,NOUN,,root,Nom,Fem,Sing,Inan,0.161266201085412,NONE
",",PUNCT,,punct,,,,,-0.0618094169887721,NONE
штат,NOUN,,appos,Nom,Masc,Sing,Inan,-0.028132219448157,NONE
Джорджия,PROPN,,appos,Nom,Fem,Sing,Inan,0.0478336793522473,LOC
.,PUNCT,,punct,,,,,0.3909271766395466,NONE
Власти,NOUN,,nsubj,Nom,Fem,Plur,Inan,0.0385043035464331,NONE
вытащили,VERB,,root,,,Plur,,0.0296443344756465,NONE
затопленный,VERB,,amod,Acc,Masc,Sing,Inan,0.1182114400159171,NONE
автомобиль,NOUN,,obj,Acc,Masc,Sing,Inan,-0.0649793414903072,NONE
из,ADP,,case,,,,,-0.0002426486884871,NONE
пруда,NOUN,,obl,Gen,Masc,Sing,Inan,0.1562589466490809,NONE
в,ADP,,case,,,,,0.2172599136981736,NONE
Джорджии,PROPN,,nmod,Loc,Fem,Sing,Inan,0.0250553172133939,LOC
и,CCONJ,,cc,,,,,0.0008207216918836,NONE
обнаружили,VERB,,conj,,,Plur,,-0.070754331791747,NONE
внутри,ADV,,advmod,,,,,-0.0575876993083867,NONE
тела,NOUN,,obl,Gen,Neut,Sing,Inan,-0.0465001228042293,NONE
женщины,NOUN,,nmod,Gen,Fem,Sing,Anim,0.0350109780717281,NONE
и,CCONJ,,cc,,,,,-0.0857750469202949,NONE
ее,PRON,,nmod,Gen,Fem,Sing,,-0.1941503381283151,NONE
10-месячных,ADJ,,amod,Gen,,Plur,,-0.0424836756980601,NONE
детей-близнецов,NOUN,,conj,Gen,Masc,Plur,Anim,0.1012054631442521,NONE
.,PUNCT,,punct,,,,,0.5463808988687183,NONE
Видите,VERB,,parataxis,,,Plur,,0.0262152957234579,NONE
ли,PART,,advmod,,,,,0.0048675610220761,NONE
",",PUNCT,,punct,,,,,0.0164681741889521,NONE
два,NUM,,nummod:gov,Nom,Masc,,,-0.0317617066456054,NONE
моих,DET,,det,Gen,,Plur,,0.0015468989919693,NONE
близких,ADJ,,amod,Gen,,Plur,,-0.0234978218581768,NONE
друга,NOUN,,nsubj,Gen,Masc,Sing,Anim,-0.0221658878611981,NONE
и,CCONJ,,cc,,,,,-0.002259064584015,NONE
члены,NOUN,,conj,Nom,Masc,Plur,Anim,-0.0199751536068615,NONE
их,DET,,det,,,,,-0.0184211123957594,NONE
семей,NOUN,,nmod,Gen,Fem,Plur,Inan,-0.0173666626443099,NONE
страдают,VERB,,root,,,Plur,,0.0042641870717705,NONE
от,ADP,,case,,,,,0.0565556131251162,NONE
рассеянного,VERB,,amod,Gen,Masc,Sing,,0.2930231020203462,NONE
склероза,NOUN,,obl,Gen,Masc,Sing,Inan,0.001817972139709,NONE
",",PUNCT,,punct,,,,,-0.0568479222517852,NONE
изнурительного,ADJ,,amod,Gen,Neut,Sing,,0.4158237444664621,NONE
заболевания,NOUN,,appos,Gen,Neut,Sing,Inan,-0.0031572927468832,NONE
центральной,ADJ,,amod,Gen,Fem,Sing,,0.0818821465771737,NONE
нервной,ADJ,,amod,Gen,Fem,Sing,,0.0709860264202894,NONE
системы,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0415337616684373,NONE
",",PUNCT,,punct,,,,,-0.0231123709219426,NONE
которое,PRON,,nsubj,Nom,,,,0.0375415843402951,NONE
нарушает,VERB,,acl:relcl,,,Sing,,0.1732607467401214,NONE
связь,NOUN,,obj,Acc,Fem,Sing,Inan,0.1109684655299903,NONE
между,ADP,,case,,,,,0.0607011108598429,NONE
мозгом,NOUN,,nmod,Ins,Masc,Sing,Inan,0.1331291753586435,NONE
и,CCONJ,,cc,,,,,0.1472775406325889,NONE
телом,NOUN,,conj,Ins,Neut,Sing,Inan,0.5729293132600025,NONE
.,PUNCT,,punct,,,,,0.091996529919763,NONE
Чтобы,SCONJ,,mark,,,,,0.1907759913062449,NONE
восстановить,VERB,,advcl,,,,,-0.3174298259547897,NONE
свою,DET,,det,Acc,Fem,Sing,,0.0017154154339601,NONE
учетную,ADJ,,amod,Acc,Fem,Sing,,0.1600931729378323,NONE
запись,NOUN,,obj,Acc,Fem,Sing,Inan,0.2795807311307757,NONE
в,ADP,,case,,,,,0.2484715658095864,NONE
приложении,NOUN,,nmod,Loc,Neut,Sing,Inan,0.0831619779875213,NONE
для,ADP,,case,,,,,0.1189108188502655,NONE
Android,PROPN,,flat:foreign,,,,,-0.0812916333510242,NONE
",",PUNCT,,punct,,,,,0.0688427011025404,NONE
выполните,VERB,,root,,,Plur,,0.2324426220941246,NONE
следующие,ADJ,,amod,Acc,,Plur,Inan,0.6527716325422528,NONE
действия,NOUN,,obj,Acc,Neut,Plur,Inan,0.0520576996422178,NONE
:,PUNCT,,punct,,,,,0.2275440621617563,NONE
Позже,ADV,,advmod,,,,,0.2011912492820176,NONE
в,ADP,,case,,,,,0.0023926634446897,NONE
тот,DET,,det,Acc,Masc,Sing,,0.1008013803855492,NONE
же,PART,,advmod,,,,,0.0314949603784329,NONE
день,NOUN,,obl,Acc,Masc,Sing,Inan,-0.0499483349678821,NONE
Джабир,PROPN,,nsubj,Nom,Masc,Sing,Anim,-0.0529502048162349,PER
финишировал,VERB,,root,,Masc,Sing,,0.0309080481794686,NONE
третьим,ADJ,,obl,Ins,Masc,Sing,,0.0294338778255534,NONE
в,ADP,,case,,,,,0.0708732023312238,NONE
первом,ADJ,,amod,Loc,Masc,Sing,,0.0363477495071709,NONE
заезде,NOUN,,nmod,Loc,Masc,Sing,Inan,0.1531247294707662,NONE
и,CCONJ,,cc,,,,,0.0063007323145727,NONE
занял,VERB,,conj,,Masc,Sing,,0.1483195872533688,NONE
11-е,ADJ,,amod,Acc,Neut,Sing,,0.0741513489478205,NONE
место,NOUN,,obj,Acc,Neut,Sing,Inan,0.1773007203217806,NONE
в,ADP,,case,,,,,0.1278734151397775,NONE
беге,NOUN,,nmod,Loc,Masc,Sing,Inan,0.1410713350405617,NONE
на,ADP,,case,,,,,0.0743910105703428,NONE
400,NUM,,nummod,,,,,0.0381586445635188,NONE
м,NOUN,,nmod,Gen,Masc,Plur,Inan,0.1274484634120702,NONE
с,ADP,,case,,,,,0.1137790687121166,NONE
барьерами,NOUN,,nmod,Ins,Masc,Plur,Inan,0.1334372524952111,NONE
среди,ADP,,case,,,,,0.0008913392383642,NONE
мужчин,NOUN,,nmod,Gen,Masc,Plur,Anim,-0.0097600040868152,NONE
со,ADP,,case,,,,,0.0997400619205154,NONE
временем,NOUN,,nmod,Ins,Neut,Sing,Inan,0.0672960498103395,NONE
49,NUM,,nummod,,,,,0.1581623521991507,NONE
",",PUNCT,,punct,,,,,0.1658851714340134,NONE
62,NUM,,nmod,,,,,0.2477682101760447,NONE
секунды,NOUN,,nmod,Gen,Fem,Sing,Inan,0.2324593871176903,NONE
",",PUNCT,,punct,,,,,0.0706537648844521,NONE
чтобы,SCONJ,,mark,,,,,0.081608998299829,NONE
пройти,VERB,,advcl,,,,,-0.0337518345281077,NONE
в,ADP,,case,,,,,0.1131964094523471,NONE
полуфинал,NOUN,,obl,Acc,Masc,Sing,Inan,-0.2076446572362122,NONE
",",PUNCT,,punct,,,,,-0.0631268260779762,NONE
который,PRON,,nsubj,Nom,,,,-0.0762600917369406,NONE
состоится,VERB,,acl:relcl,,,Sing,,-0.0942061987791029,NONE
в,ADP,,case,,,,,-0.0471217497475167,NONE
субботу,NOUN,,obl,Acc,Fem,Sing,Inan,-0.2158233377699267,NONE
.,PUNCT,,punct,,,,,0.4411357651110608,NONE
Конгресс,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.2523361370046852,ORG
планирует,VERB,,root,,,Sing,,0.0399888672281131,NONE
в,ADP,,case,,,,,-0.0429347557436367,NONE
понедельник,NOUN,,obl,Acc,Masc,Sing,Inan,-0.0736309088181485,NONE
провести,VERB,,xcomp,,,,,-0.0448371098011536,NONE
общенациональную,ADJ,,amod,Acc,Fem,Sing,,0.0692229136013903,NONE
акцию,NOUN,,obj,Acc,Fem,Sing,Inan,0.01522104963928,NONE
протеста,NOUN,,nmod,Gen,Masc,Sing,Inan,0.0222517449656934,NONE
из-за,ADP,,case,,,,,0.0735077921352061,NONE
ситуации,NOUN,,obl,Gen,Fem,Sing,Inan,0.1833607411231106,NONE
в,ADP,,case,,,,,0.0342827761268942,NONE
Раджастане,PROPN,,nmod,Loc,Masc,Sing,Inan,0.0093393612344381,LOC
",",PUNCT,,punct,,,,,0.1277420698401949,NONE
где,ADV,,advmod,,,,,0.3805412331448327,NONE
правительство,NOUN,,nsubj,Nom,Neut,Sing,Inan,0.2402611820782317,NONE
Ашока,PROPN,,nmod,Gen,Masc,Sing,Anim,0.1498662091236444,PER
Гехлота,PROPN,,flat:name,Gen,Masc,Sing,Anim,0.6672011981799328,PER
борется,VERB,,acl:relcl,,,Sing,,0.1735463474150468,NONE
за,ADP,,case,,,,,0.1412591620617304,NONE
выживание,NOUN,,obl,Acc,Neut,Sing,Inan,0.1370337547754922,NONE
.,PUNCT,,punct,,,,,-0.0193892254310066,NONE
Глава,NOUN,,root,Nom,Masc,Sing,Anim,0.5538986243990592,NONE
МИД,PROPN,,nmod,Gen,Masc,Sing,Inan,-0.1739821115434323,ORG
Саудовской,PROPN,,amod,,,,,0.0976214932321921,LOC
Аравии,PROPN,,nmod,Gen,Fem,Sing,Inan,0.3161745113870047,LOC
:,PUNCT,,punct,,,,,-0.0852068722852796,NONE
финансовое,ADJ,,amod,Nom,Neut,Sing,,-0.0367362808451396,NONE
давление-лучший,NOUN,,nsubj,Nom,Neut,Sing,Inan,0.0100151325537962,NONE
способ,NOUN,,parataxis,Nom,Masc,Sing,Inan,-0.0031137448783659,NONE
контролировать,VERB,,obl,,,,,0.2742981115657935,NONE
Иран,PROPN,,obj,Acc,Masc,Sing,Inan,0.1291028531371734,LOC
Однако,ADV,,advmod,,,,,0.434325204918243,NONE
это,PRON,,nsubj,Nom,Neut,Sing,Inan,-0.2521470025928706,NONE
происходит,VERB,,root,,,Sing,,-0.1319409160413635,NONE
очень,ADV,,advmod,,,,,-0.3108112558537021,NONE
быстро,ADV,,advmod,,,,,0.0518263654123154,NONE
",",PUNCT,,punct,,,,,0.0538885615136569,NONE
поэтому,ADV,,advmod,,,,,-0.3432025183026542,NONE
к,ADP,,case,,,,,0.0321070267522079,NONE
полудню,NOUN,,obl,Dat,Masc,Sing,Inan,-0.0373572303300431,NONE
понедельника,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.0621474913189424,NONE
все,PRON,,nsubj,Nom,Neut,Sing,Inan,-0.0392014957381895,NONE
пройдет,VERB,,conj,,,Sing,,-0.0614519021085288,NONE
",",PUNCT,,punct,,,,,0.1447095792881942,NONE
а,CCONJ,,cc,,,,,-0.0647441928007791,NONE
к,ADP,,case,,,,,0.0394050667405971,NONE
обеду,NOUN,,obl,Dat,Masc,Sing,Inan,0.0115822349258772,NONE
все,PRON,,nsubj,Nom,Neut,Sing,Inan,-0.0098072981147113,NONE
начнет,VERB,,conj,,,Sing,,0.0082764817949703,NONE
успокаиваться,VERB,,xcomp,,,,,0.0728566841619705,NONE
.,PUNCT,,punct,,,,,0.0737508480615695,NONE
Мать-два,NOUN,,nsubj,Nom,Fem,Sing,Anim,0.1028576029698311,PER
Наадия,PROPN,,appos,Nom,Fem,Sing,Anim,-0.0080088213560261,PER
Моосаджи,PROPN,,flat:name,Nom,Fem,Sing,Anim,0.0177079127201254,PER
",",PUNCT,,punct,,,,,0.0240914012717326,NONE
южноафриканский,ADJ,,amod,Nom,Masc,Sing,,-0.0118532940077855,NONE
инженер,NOUN,,appos,Nom,Masc,Sing,Anim,-0.0237388120484817,NONE
",",PUNCT,,punct,,,,,0.0417575645027978,NONE
социальный,ADJ,,amod,Nom,Masc,Sing,,-0.0219548935922424,NONE
предприниматель,NOUN,,conj,Nom,Masc,Sing,Anim,0.1542076525897059,NONE
и,CCONJ,,cc,,,,,0.0154672380317216,NONE
соучредитель,NOUN,,conj,Nom,Masc,Sing,Anim,0.0475920719097634,NONE
организации,NOUN,,nmod,Gen,Fem,Sing,Inan,-0.0014746864221852,NONE
«Женщины,NOUN,,nmod,Gen,Fem,Sing,Anim,0.020258751413698,ORG
в,ADP,,case,,,,,-0.0389294469834767,ORG
машиностроении»,NOUN,,nmod,Loc,Neut,Sing,Inan,0.0595026774439843,ORG
",",PUNCT,,punct,,,,,-0.0559782828450774,NONE
показала,VERB,,root,,Fem,Sing,,0.0623479454049905,NONE
:,PUNCT,,punct,,,,,0.0523505098478971,NONE
«Мы,PRON,,nsubj,,,,,0.0040111318284574,NONE
признали,VERB,,parataxis,,,Plur,,0.0535250960433135,NONE
важность,NOUN,,obj,Acc,Fem,Sing,Inan,-0.0260329333692897,NONE
не,PART,,advmod,,,,,0.0562902974736957,NONE
только,PART,,advmod,,,,,0.1955584612513761,NONE
образования,NOUN,,nmod,Gen,Neut,Sing,Inan,0.1629986495048266,NONE
для,ADP,,case,,,,,0.0077385884157488,NONE
девочек,NOUN,,nmod,Gen,Fem,Plur,Anim,0.1495031641924128,NONE
",",PUNCT,,punct,,,,,0.0598047696317657,NONE
но,CCONJ,,cc,,,,,-0.0508344029421134,NONE
и,PART,,fixed,,,,,0.0150148324758797,NONE
того,PRON,,conj,Gen,Neut,Sing,Inan,-0.0371525032175819,NONE
",",PUNCT,,punct,,,,,0.1929021919136202,NONE
чтобы,SCONJ,,mark,,,,,0.0250438324436905,NONE
служить,VERB,,advcl,,,,,-0.0113302818172368,NONE
примером,NOUN,,obl,Ins,Masc,Sing,Inan,0.0906714878122389,NONE
для,ADP,,case,,,,,-0.027532429156739,NONE
подражания,NOUN,,nmod,Gen,Neut,Sing,Inan,0.0568129981293335,NONE
для,ADP,,case,,,,,0.0393545577211079,NONE
мальчиков,NOUN,,nmod,Gen,Masc,Plur,Anim,0.0627113676291166,NONE
:,PUNCT,,punct,,,,,0.063045820924213,NONE
мы,PRON,,nsubj,Nom,,Plur,,0.0424805535775784,NONE
являемся,VERB,,parataxis,,,Plur,,-0.0139859947169699,NONE
влиятельными,ADJ,,amod,Ins,,Plur,,0.0208234726460782,NONE
женщинами,NOUN,,xcomp,Ins,Fem,Plur,Anim,0.0267617548402085,NONE
и,CCONJ,,cc,,,,,0.0183727626559226,NONE
мальчиками,NOUN,,conj,Ins,Masc,Plur,Anim,0.0290454901119418,NONE
",",PUNCT,,punct,,,,,0.1270138759963137,NONE
которых,PRON,,obj,Acc,,Plur,Anim,-0.0740292296911293,NONE
мы,PRON,,nsubj,Nom,,Plur,,0.0557144124612827,NONE
можем,VERB,,acl:relcl,,,Plur,,0.0092269166170374,NONE
видеть»,VERB,,xcomp,,,,,0.0603741593548271,NONE
.,PUNCT,,punct,,,,,-0.2543269301054866,NONE
Биффе,PROPN,,iobj,Dat,Masc,Sing,Anim,0.4872521865638111,PER
было,AUX,,aux:pass,,Neut,Sing,,0.0028775408324476,NONE
также,ADV,,advmod,,,,,-0.0189365142906168,NONE
приказано,VERB,,root,,Neut,Sing,,0.0311566608771162,NONE
выплатить,VERB,,csubj:pass,,,,,-0.0076447885661384,NONE
Агентству,PROPN,,iobj,Dat,Neut,Sing,Inan,-0.0062629252851279,ORG
по,ADP,,case,,,,,0.0095692105042969,ORG
окружающей,VERB,,amod,Dat,Fem,Sing,,-0.0187366439588162,ORG
среде,NOUN,,nmod,Dat,Fem,Sing,Inan,0.03178168683313,ORG
240 ,NUM,,nummod,,,,,0.0824180132439708,NONE
000,NUM,,nummod,,,,,0.1929472515739494,NONE
фунтов,NOUN,,obl,Gen,Masc,Plur,Inan,0.2654961962547426,NONE
стерлингов,NOUN,,nmod,Gen,Masc,Plur,Inan,0.4028065058819265,NONE
и,CCONJ,,cc,,,,,0.1277035746493248,NONE
приказ,NOUN,,conj,Acc,Masc,Sing,Inan,-0.0451432924915407,NONE
о,ADP,,case,,,,,0.1271706130643499,NONE
конфискации,NOUN,,nmod,Loc,Fem,Sing,Inan,0.070460478786834,NONE
в,ADP,,case,,,,,-0.0986090532198165,NONE
размере,NOUN,,nmod,Loc,Masc,Sing,Inan,-0.0364622900166362,NONE
9,NUM,,nummod,,,,,0.0978055786532226,NONE
912,NUM,,nummod,,,,,-0.0138913592244266,NONE
фунтов,NOUN,,nmod,Gen,Masc,Plur,Inan,0.1362738461219198,NONE
стерлингов,NOUN,,nmod,Gen,Masc,Plur,Inan,0.1852309037225366,NONE
",",PUNCT,,punct,,,,,0.0219223246461013,NONE
что,PRON,,nsubj,Nom,,,,-0.0576814594750325,NONE
является,VERB,,parataxis,,,Sing,,0.1050700085493376,NONE
общей,ADJ,,amod,Ins,Fem,Sing,,0.1681045699865383,NONE
суммой,NOUN,,obl,Ins,Fem,Sing,Inan,0.0209045776158498,NONE
",",PUNCT,,punct,,,,,0.0016651733389621,NONE
полученной,VERB,,acl,Ins,Fem,Sing,,0.0794844052641791,NONE
им,PRON,,obl,Ins,Masc,Sing,,0.0237032521996524,NONE
за,ADP,,case,,,,,-0.1272295966116809,NONE
заблокированную,VERB,,amod,Acc,Fem,Sing,,0.0573563503307379,NONE
партию,NOUN,,obl,Acc,Fem,Sing,Inan,0.0301511367864824,NONE
отходов,NOUN,,nmod,Gen,Masc,Plur,Inan,0.0338720959838946,NONE
.,PUNCT,,punct,,,,,0.0404960832370276,NONE
«Вашингтон»,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.1766276018986202,ORG
обыграл,VERB,,root,,Masc,Sing,,0.0302610093509345,NONE
«Ковбоев»,NOUN,,obj,Acc,Masc,Sing,Inan,-0.0131623949842677,ORG
в,ADP,,case,,,,,-0.1412442941076397,NONE
последовательных,ADJ,,amod,Loc,,Plur,,-0.1023039624361857,NONE
матчах,NOUN,,obl,Loc,Masc,Plur,Inan,0.1103702420977876,NONE
.,PUNCT,,punct,,,,,0.1710153709226507,NONE
В,ADP,,case,,,,,0.2818390046645401,NONE
докладе,NOUN,,obl,Loc,Masc,Sing,Inan,0.097512001678931,NONE
